335|promotion name# 335|freeway billboard|post|8300|15-JAN-1999|15-APR-1999|
336|promotion name# 336|ad news|newspaper|95900|13-FEB-2000|13-MAR-2000|
337|promotion name# 337|online discount|internet|17600|25-SEP-1998|25-NOV-1998|
338|promotion name# 338|coupon news|newspaper|67200|18-APR-1999|18-JUL-1999|
339|promotion name# 339|coupon news|newspaper|82300|17-AUG-2000|17-SEP-2000|
340|promotion name# 340|TV program sponsorship|TV|57400|8-NOV-1998|8-JAN-1999|
341|promotion name# 341|TV program sponsorship|TV|72400|30-MAR-1999|30-JUN-1999|
342|promotion name# 342|coupon news|newspaper|19600|26-MAY-2000|26-JUN-2000|
343|promotion name# 343|coupon news|newspaper|19800|11-JUN-1998|11-AUG-1998|
344|promotion name# 344|coupon news|newspaper|75600|16-OCT-1999|16-JAN-2000|
345|promotion name# 345|loyal customer discount|internet|4300|23-DEC-2000|23-JAN-2001|
346|promotion name# 346|ad|internet|89800|22-JUL-1998|22-SEP-1998|
347|promotion name# 347|freeway billboard|post|31000|19-JAN-1999|19-APR-1999|
348|promotion name# 348|coupon magazine|magazine|72500|21-FEB-2000|21-MAR-2000|
349|promotion name# 349|downtown billboard|post|47500|3-SEP-1998|3-NOV-1998|
350|promotion name# 350|general flyer|flyer|34600|5-APR-1999|5-JUL-1999|
351|promotion name# 351|TV program sponsorship|TV|67900|6-AUG-2000|6-SEP-2000|
352|promotion name# 352|TV program sponsorship|TV|75800|10-NOV-1998|10-JAN-1999|
353|promotion name# 353|coupon magazine|magazine|60100|27-MAR-1999|27-JUN-1999|
354|promotion name# 354|ad|internet|18500|12-MAY-2000|12-JUN-2000|
355|promotion name# 355|hospital flyer|flyer|15600|20-JUN-1998|20-AUG-1998|
356|promotion name# 356|manufacture rebate magazine|magazine|13700|24-OCT-1999|24-JAN-2000|
357|promotion name# 357|coupon news|newspaper|89000|7-DEC-2000|7-JAN-2001|
358|promotion name# 358|ad|internet|9600|1-JUL-1998|1-SEP-1998|
359|promotion name# 359|TV commercial|TV|55000|29-JAN-1999|29-APR-1999|
360|promotion name# 360|coupon magazine|magazine|8200|14-FEB-2000|14-MAR-2000|
361|promotion name# 361|general flyer|flyer|68000|2-SEP-1998|2-NOV-1998|
362|promotion name# 362|ad news|newspaper|2800|9-APR-1999|9-JUL-1999|
363|promotion name# 363|TV program sponsorship|TV|74900|28-AUG-2000|28-SEP-2000|
364|promotion name# 364|TV program sponsorship|TV|10800|4-NOV-1998|4-JAN-1999|
365|promotion name# 365|ad news|newspaper|87100|15-MAR-1999|15-JUN-1999|
366|promotion name# 366|freeway billboard|post|84900|31-MAY-2000|30-JUN-2000|
367|promotion name# 367|promotion movie|TV|76500|13-JUN-1998|13-AUG-1998|
368|promotion name# 368|online discount|internet|53600|25-OCT-1999|25-JAN-2000|
369|promotion name# 369|radio commercial|radio|21200|18-DEC-2000|18-JAN-2001|
370|promotion name# 370|TV program sponsorship|TV|62600|17-JUL-1998|17-SEP-1998|
371|promotion name# 371|TV program sponsorship|TV|9700|8-JAN-1999|8-APR-1999|
372|promotion name# 372|downtown billboard|post|82900|26-FEB-2000|26-MAR-2000|
373|promotion name# 373|coupon magazine|magazine|23000|11-SEP-1998|11-NOV-1998|
374|promotion name# 374|TV program sponsorship|TV|60300|16-APR-1999|16-JUL-1999|
375|promotion name# 375|coupon news|newspaper|74300|23-AUG-2000|23-SEP-2000|
376|promotion name# 376|coupon magazine|magazine|45200|22-NOV-1998|22-JAN-1999|
377|promotion name# 377|downtown billboard|post|99200|19-MAR-1999|19-JUN-1999|
378|promotion name# 378|radio program sponsorship|radio|30200|21-MAY-2000|21-JUN-2000|
379|promotion name# 379|ad news|newspaper|51100|3-JUN-1998|3-AUG-1998|
380|promotion name# 380|ad magazine|magazine|30000|5-OCT-1999|5-JAN-2000|
381|promotion name# 381|coupon news|newspaper|96200|6-DEC-2000|6-JAN-2001|
382|promotion name# 382|ad news|newspaper|400|10-JUL-1998|10-SEP-1998|
383|promotion name# 383|online discount|internet|10700|27-JAN-1999|27-APR-1999|
384|promotion name# 384|TV program sponsorship|TV|59200|12-FEB-2000|12-MAR-2000|
385|promotion name# 385|promotion movie|TV|70100|20-SEP-1998|20-NOV-1998|
386|promotion name# 386|manufacture rebate magazine|magazine|84200|24-APR-1999|24-JUL-1999|
387|promotion name# 387|TV program sponsorship|TV|83000|7-AUG-2000|7-SEP-2000|
388|promotion name# 388|coupon magazine|magazine|50900|1-NOV-1998|1-JAN-1999|
389|promotion name# 389|coupon magazine|magazine|75100|29-MAR-1999|29-JUN-1999|
390|promotion name# 390|household flyer|flyer|66600|14-MAY-2000|14-JUN-2000|
391|promotion name# 391|hospital flyer|flyer|15800|2-JUN-1998|2-AUG-1998|
392|promotion name# 392|ad|internet|69500|9-OCT-1999|9-JAN-2000|
393|promotion name# 393|online discount|internet|17700|28-DEC-2000|28-JAN-2001|
394|promotion name# 394|ad magazine|magazine|95100|4-JUL-1998|4-SEP-1998|
395|promotion name# 395|TV commercial|TV|97100|15-JAN-1999|15-APR-1999|
396|promotion name# 396|manufacture rebate news|newspaper|49700|13-FEB-2000|13-MAR-2000|
397|promotion name# 397|promotion movie|TV|43000|25-SEP-1998|25-NOV-1998|
398|promotion name# 398|coupon news|newspaper|90800|18-APR-1999|18-JUL-1999|
399|promotion name# 399|TV program sponsorship|TV|7300|17-AUG-2000|17-SEP-2000|
400|promotion name# 400|TV commercial|TV|18700|8-NOV-1998|8-JAN-1999|
401|promotion name# 401|downtown billboard|post|71400|30-MAR-1999|30-JUN-1999|
402|promotion name# 402|hospital flyer|flyer|43300|26-MAY-2000|26-JUN-2000|
403|promotion name# 403|coupon news|newspaper|73600|11-JUN-1998|11-AUG-1998|
404|promotion name# 404|manufacture rebate news|newspaper|51700|16-OCT-1999|16-JAN-2000|
405|promotion name# 405|TV program sponsorship|TV|96500|23-DEC-2000|23-JAN-2001|
406|promotion name# 406|ad news|newspaper|84100|22-JUL-1998|22-SEP-1998|
407|promotion name# 407|online discount|internet|55100|19-JAN-1999|19-APR-1999|
408|promotion name# 408|manufacture rebate news|newspaper|36100|21-FEB-2000|21-MAR-2000|
409|promotion name# 409|billboard|post|82800|3-SEP-1998|3-NOV-1998|
410|promotion name# 410|coupon news|newspaper|96000|5-APR-1999|5-JUL-1999|
411|promotion name# 411|TV commercial|TV|45500|6-AUG-2000|6-SEP-2000|
412|promotion name# 412|loyal customer discount|internet|82000|10-NOV-1998|10-JAN-1999|
413|promotion name# 413|hospital flyer|flyer|74600|27-MAR-1999|27-JUN-1999|
414|promotion name# 414|downtown billboard|post|28000|12-MAY-2000|12-JUN-2000|
415|promotion name# 415|online discount|internet|42700|20-JUN-1998|20-AUG-1998|
416|promotion name# 416|TV program sponsorship|TV|7100|24-OCT-1999|24-JAN-2000|
417|promotion name# 417|freeway billboard|post|63800|7-DEC-2000|7-JAN-2001|
418|promotion name# 418|radio program sponsorship|radio|41800|1-JUL-1998|1-SEP-1998|
419|promotion name# 419|loyal customer discount|internet|58700|29-JAN-1999|29-APR-1999|
420|promotion name# 420|downtown billboard|post|31500|14-FEB-2000|14-MAR-2000|
421|promotion name# 421|downtown billboard|post|10200|2-SEP-1998|2-NOV-1998|
422|promotion name# 422|TV commercial|TV|20600|9-APR-1999|9-JUL-1999|
423|promotion name# 423|coupon news|newspaper|97000|28-AUG-2000|28-SEP-2000|
424|promotion name# 424|hospital flyer|flyer|21800|4-NOV-1998|4-JAN-1999|
425|promotion name# 425|online discount|internet|28200|15-MAR-1999|15-JUN-1999|
426|promotion name# 426|coupon news|newspaper|98500|31-MAY-2000|30-JUN-2000|
427|promotion name# 427|TV program sponsorship|TV|36700|13-JUN-1998|13-AUG-1998|
428|promotion name# 428|online discount|internet|48400|25-OCT-1999|25-JAN-2000|
429|promotion name# 429|manufacture rebate magazine|magazine|83900|18-DEC-2000|18-JAN-2001|
430|promotion name# 430|manufacture rebate magazine|magazine|6500|17-JUL-1998|17-SEP-1998|
431|promotion name# 431|online discount|internet|98200|8-JAN-1999|8-APR-1999|
432|promotion name# 432|online discount|internet|53900|26-FEB-2000|26-MAR-2000|
433|promotion name# 433|radio program sponsorship|radio|4000|11-SEP-1998|11-NOV-1998|
434|promotion name# 434|downtown billboard|post|6100|16-APR-1999|16-JUL-1999|
435|promotion name# 435|freeway billboard|post|87500|23-AUG-2000|23-SEP-2000|
436|promotion name# 436|ad news|newspaper|95600|22-NOV-1998|22-JAN-1999|
437|promotion name# 437|online discount|internet|34800|19-MAR-1999|19-JUN-1999|
438|promotion name# 438|coupon news|newspaper|22800|21-MAY-2000|21-JUN-2000|
439|promotion name# 439|coupon news|newspaper|4500|3-JUN-1998|3-AUG-1998|
440|promotion name# 440|TV program sponsorship|TV|44700|5-OCT-1999|5-JAN-2000|
441|promotion name# 441|TV program sponsorship|TV|60600|6-DEC-2000|6-JAN-2001|
442|promotion name# 442|coupon news|newspaper|57100|10-JUL-1998|10-SEP-1998|
443|promotion name# 443|coupon news|newspaper|89600|27-JAN-1999|27-APR-1999|
444|promotion name# 444|coupon news|newspaper|76100|12-FEB-2000|12-MAR-2000|
445|promotion name# 445|loyal customer discount|internet|42900|20-SEP-1998|20-NOV-1998|
446|promotion name# 446|ad|internet|62900|24-APR-1999|24-JUL-1999|
447|promotion name# 447|freeway billboard|post|93400|7-AUG-2000|7-SEP-2000|
448|promotion name# 448|coupon magazine|magazine|26400|1-NOV-1998|1-JAN-1999|
449|promotion name# 449|downtown billboard|post|73000|29-MAR-1999|29-JUN-1999|
450|promotion name# 450|general flyer|flyer|86100|14-MAY-2000|14-JUN-2000|
451|promotion name# 451|TV program sponsorship|TV|7700|2-JUN-1998|2-AUG-1998|
452|promotion name# 452|TV program sponsorship|TV|29400|9-OCT-1999|9-JAN-2000|
453|promotion name# 453|coupon magazine|magazine|29700|28-DEC-2000|28-JAN-2001|
454|promotion name# 454|ad|internet|12500|4-JUL-1998|4-SEP-1998|
455|promotion name# 455|hospital flyer|flyer|56900|15-JAN-1999|15-APR-1999|
456|promotion name# 456|manufacture rebate magazine|magazine|33800|13-FEB-2000|13-MAR-2000|
457|promotion name# 457|coupon news|newspaper|46500|25-SEP-1998|25-NOV-1998|
458|promotion name# 458|ad|internet|58300|18-APR-1999|18-JUL-1999|
459|promotion name# 459|TV commercial|TV|20800|17-AUG-2000|17-SEP-2000|
460|promotion name# 460|coupon magazine|magazine|51900|8-NOV-1998|8-JAN-1999|
461|promotion name# 461|general flyer|flyer|51400|30-MAR-1999|30-JUN-1999|
462|promotion name# 462|ad news|newspaper|12800|26-MAY-2000|26-JUN-2000|
463|promotion name# 463|TV program sponsorship|TV|39700|11-JUN-1998|11-AUG-1998|
464|promotion name# 464|TV program sponsorship|TV|78200|16-OCT-1999|16-JAN-2000|
465|promotion name# 465|ad news|newspaper|23400|23-DEC-2000|23-JAN-2001|
466|promotion name# 466|freeway billboard|post|71000|22-JUL-1998|22-SEP-1998|
467|promotion name# 467|promotion movie|TV|32600|19-JAN-1999|19-APR-1999|
468|promotion name# 468|online discount|internet|14400|21-FEB-2000|21-MAR-2000|
469|promotion name# 469|radio commercial|radio|82500|3-SEP-1998|3-NOV-1998|
470|promotion name# 470|TV program sponsorship|TV|12300|5-APR-1999|5-JUL-1999|
471|promotion name# 471|TV program sponsorship|TV|1100|6-AUG-2000|6-SEP-2000|
472|promotion name# 472|downtown billboard|post|4200|10-NOV-1998|10-JAN-1999|
473|promotion name# 473|coupon magazine|magazine|61900|27-MAR-1999|27-JUN-1999|
474|promotion name# 474|TV program sponsorship|TV|16200|12-MAY-2000|12-JUN-2000|
475|promotion name# 475|coupon news|newspaper|80200|20-JUN-1998|20-AUG-1998|
476|promotion name# 476|coupon magazine|magazine|76900|24-OCT-1999|24-JAN-2000|
477|promotion name# 477|downtown billboard|post|64300|7-DEC-2000|7-JAN-2001|
478|promotion name# 478|radio program sponsorship|radio|80400|1-JUL-1998|1-SEP-1998|
479|promotion name# 479|ad news|newspaper|31800|29-JAN-1999|29-APR-1999|
480|promotion name# 480|ad magazine|magazine|93900|14-FEB-2000|14-MAR-2000|
481|promotion name# 481|coupon news|newspaper|65000|2-SEP-1998|2-NOV-1998|
482|promotion name# 482|ad news|newspaper|73900|9-APR-1999|9-JUL-1999|
483|promotion name# 483|online discount|internet|34500|28-AUG-2000|28-SEP-2000|
484|promotion name# 484|TV program sponsorship|TV|40000|4-NOV-1998|4-JAN-1999|
485|promotion name# 485|promotion movie|TV|61000|15-MAR-1999|15-JUN-1999|
486|promotion name# 486|manufacture rebate magazine|magazine|67800|31-MAY-2000|30-JUN-2000|
487|promotion name# 487|TV program sponsorship|TV|47900|13-JUN-1998|13-AUG-1998|
488|promotion name# 488|coupon magazine|magazine|45300|25-OCT-1999|25-JAN-2000|
489|promotion name# 489|coupon magazine|magazine|26200|18-DEC-2000|18-JAN-2001|
490|promotion name# 490|household flyer|flyer|45000|17-JUL-1998|17-SEP-1998|
491|promotion name# 491|hospital flyer|flyer|43400|8-JAN-1999|8-APR-1999|
492|promotion name# 492|ad|internet|600|26-FEB-2000|26-MAR-2000|
493|promotion name# 493|online discount|internet|66500|11-SEP-1998|11-NOV-1998|
494|promotion name# 494|ad magazine|magazine|88800|16-APR-1999|16-JUL-1999|
495|promotion name# 495|TV commercial|TV|54700|23-AUG-2000|23-SEP-2000|
496|promotion name# 496|manufacture rebate news|newspaper|25400|22-NOV-1998|22-JAN-1999|
497|promotion name# 497|promotion movie|TV|23600|19-MAR-1999|19-JUN-1999|
498|promotion name# 498|coupon news|newspaper|25900|21-MAY-2000|21-JUN-2000|
499|promotion name# 499|TV program sponsorship|TV|62200|3-JUN-1998|3-AUG-1998|
500|promotion name# 500|TV commercial|TV|99900|5-OCT-1999|5-JAN-2000|
9999|NO PROMOTION|NO RPOMOTION|NO PROMOTION|0|01-JAN-9999|01-JAN-9999|
