"TIME_ID","DAY_NAME","DAY_NUMBER_IN_WEEK","DAY_NUMBER_IN_MONTH","CALENDAR_WEEK_NUMBER","FISCAL_WEEK_NUMBER","WEEK_ENDING_DAY","WEEK_ENDING_DAY_ID","CALENDAR_MONTH_NUMBER","FISCAL_MONTH_NUMBER","CALENDAR_MONTH_DESC","CALENDAR_MONTH_ID","FISCAL_MONTH_DESC","FISCAL_MONTH_ID","DAYS_IN_CAL_MONTH","DAYS_IN_FIS_MONTH","END_OF_CAL_MONTH","END_OF_FIS_MONTH","CALENDAR_MONTH_NAME","FISCAL_MONTH_NAME","CALENDAR_QUARTER_DESC","CALENDAR_QUARTER_ID","FISCAL_QUARTER_DESC","FISCAL_QUARTER_ID","DAYS_IN_CAL_QUARTER","DAYS_IN_FIS_QUARTER","END_OF_CAL_QUARTER","END_OF_FIS_QUARTER","CALENDAR_QUARTER_NUMBER","FISCAL_QUARTER_NUMBER","CALENDAR_YEAR","CALENDAR_YEAR_ID","FISCAL_YEAR","FISCAL_YEAR_ID","DAYS_IN_CAL_YEAR","DAYS_IN_FIS_YEAR","END_OF_CAL_YEAR","END_OF_FIS_YEAR"
2020-03-15,"Sunday",7,15,11,11,2020-03-15,1603,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-16,"Monday",1,16,11,11,2020-03-22,1603,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-17,"Tuesday",2,17,11,11,2020-03-22,1603,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-18,"Wednesday",3,18,12,12,2020-03-22,1603,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-19,"Thursday",4,19,12,12,2020-03-22,1603,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-20,"Friday",5,20,12,12,2020-03-22,1603,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-21,"Saturday",6,21,12,12,2020-03-22,1603,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-22,"Sunday",7,22,12,12,2020-03-22,1651,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-23,"Monday",1,23,12,12,2020-03-29,1651,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-03-24,"Tuesday",2,24,12,12,2020-03-29,1651,3,3,"2020-03",1686,"2020-03",1734,31,28,2020-03-31,2020-03-28,"March","March","2020-01",1773,"2020-01",1789,90,91,2020-03-31,2020-03-28,1,1,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2019-07-08,"Monday",1,8,27,27,2019-07-14,1542,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-09,"Tuesday",2,9,28,28,2019-07-14,1542,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-10,"Wednesday",3,10,28,28,2019-07-14,1542,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-11,"Thursday",4,11,28,28,2019-07-14,1542,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-12,"Friday",5,12,28,28,2019-07-14,1542,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-13,"Saturday",6,13,28,28,2019-07-14,1590,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-14,"Sunday",7,14,28,28,2019-07-14,1590,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-15,"Monday",1,15,28,28,2019-07-21,1590,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-16,"Tuesday",2,16,29,29,2019-07-21,1590,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-17,"Wednesday",3,17,29,29,2019-07-21,1590,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-18,"Thursday",4,18,29,29,2019-07-21,1590,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-19,"Friday",5,19,29,29,2019-07-21,1590,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-20,"Saturday",6,20,29,29,2019-07-21,1638,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-21,"Sunday",7,21,29,29,2019-07-21,1638,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-22,"Monday",1,22,29,29,2019-07-28,1638,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-23,"Tuesday",2,23,30,30,2019-07-28,1638,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-24,"Wednesday",3,24,30,30,2019-07-28,1638,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-25,"Thursday",4,25,30,30,2019-07-28,1638,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-26,"Friday",5,26,30,30,2019-07-28,1638,7,7,"2019-07",1678,"2019-07",1726,31,28,2019-07-31,2019-07-26,"July","July","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-27,"Saturday",6,27,30,30,2019-07-28,1470,7,8,"2019-07",1678,"2019-08",1727,31,35,2019-07-31,2019-08-30,"July","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-28,"Sunday",7,28,30,30,2019-07-28,1470,7,8,"2019-07",1678,"2019-08",1727,31,35,2019-07-31,2019-08-30,"July","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-29,"Monday",1,29,30,30,2019-08-04,1470,7,8,"2019-07",1678,"2019-08",1727,31,35,2019-07-31,2019-08-30,"July","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-30,"Tuesday",2,30,31,31,2019-08-04,1470,7,8,"2019-07",1678,"2019-08",1727,31,35,2019-07-31,2019-08-30,"July","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-07-31,"Wednesday",3,31,31,31,2019-08-04,1470,7,8,"2019-07",1678,"2019-08",1727,31,35,2019-07-31,2019-08-30,"July","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-01,"Thursday",4,1,31,31,2019-08-04,1470,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-02,"Friday",5,2,31,31,2019-08-04,1470,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-03,"Saturday",6,3,31,31,2019-08-04,1519,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-04,"Sunday",7,4,31,31,2019-08-04,1519,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-05,"Monday",1,5,31,31,2019-08-11,1519,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-06,"Tuesday",2,6,32,32,2019-08-11,1519,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-07,"Wednesday",3,7,32,32,2019-08-11,1519,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-08,"Thursday",4,8,32,32,2019-08-11,1519,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-09,"Friday",5,9,32,32,2019-08-11,1519,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-10,"Saturday",6,10,32,32,2019-08-11,1567,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-11,"Sunday",7,11,32,32,2019-08-11,1567,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-12,"Monday",1,12,32,32,2019-08-18,1567,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-13,"Tuesday",2,13,33,33,2019-08-18,1567,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2019-08-14,"Wednesday",3,14,33,33,2019-08-18,1567,8,8,"2019-08",1679,"2019-08",1727,31,35,2019-08-31,2019-08-30,"August","August","2019-03",1771,"2019-03",1787,92,91,2019-09-30,2019-09-27,3,3,2019,1802,2019,1806,365,361,2019-12-31,2019-12-27
2020-12-10,"Thursday",4,10,50,50,2020-12-13,1541,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-11,"Friday",5,11,50,50,2020-12-13,1541,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-12,"Saturday",6,12,50,50,2020-12-13,1541,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-13,"Sunday",7,13,50,50,2020-12-13,1589,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-14,"Monday",1,14,50,50,2020-12-20,1589,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-15,"Tuesday",2,15,50,50,2020-12-20,1589,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-16,"Wednesday",3,16,51,51,2020-12-20,1589,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-17,"Thursday",4,17,51,51,2020-12-20,1589,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-18,"Friday",5,18,51,51,2020-12-20,1589,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-19,"Saturday",6,19,51,51,2020-12-20,1589,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-20,"Sunday",7,20,51,51,2020-12-20,1637,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-21,"Monday",1,21,51,51,2020-12-27,1637,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-22,"Tuesday",2,22,51,51,2020-12-27,1637,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-23,"Wednesday",3,23,52,52,2020-12-27,1637,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-24,"Thursday",4,24,52,52,2020-12-27,1637,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-25,"Friday",5,25,52,52,2020-12-27,1637,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-26,"Saturday",6,26,52,52,2020-12-27,1637,12,12,"2020-12",1695,"2020-12",1743,31,28,2020-12-31,2020-12-26,"December","December","2020-04",1776,"2020-04",1792,92,91,2020-12-31,2020-12-26,4,4,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-12-27,"Sunday",7,27,52,52,2020-12-27,1472,12,1,"2020-12",1695,"2021-01",1744,31,35,2020-12-31,2021-01-30,"December","January","2020-04",1776,"2021-01",1793,92,91,2020-12-31,2021-03-26,4,1,2020,1803,2021,1808,366,371,2020-12-31,2021-12-31
2020-12-28,"Monday",1,28,52,52,2021-01-03,1472,12,1,"2020-12",1695,"2021-01",1744,31,35,2020-12-31,2021-01-30,"December","January","2020-04",1776,"2021-01",1793,92,91,2020-12-31,2021-03-26,4,1,2020,1803,2021,1808,366,371,2020-12-31,2021-12-31
2020-12-29,"Tuesday",2,29,52,52,2021-01-03,1472,12,1,"2020-12",1695,"2021-01",1744,31,35,2020-12-31,2021-01-30,"December","January","2020-04",1776,"2021-01",1793,92,91,2020-12-31,2021-03-26,4,1,2020,1803,2021,1808,366,371,2020-12-31,2021-12-31
2020-12-30,"Wednesday",3,30,53,53,2021-01-03,1472,12,1,"2020-12",1695,"2021-01",1744,31,35,2020-12-31,2021-01-30,"December","January","2020-04",1776,"2021-01",1793,92,91,2020-12-31,2021-03-26,4,1,2020,1803,2021,1808,366,371,2020-12-31,2021-12-31
2020-12-31,"Thursday",4,31,53,53,2021-01-03,1472,12,1,"2020-12",1695,"2021-01",1744,31,35,2020-12-31,2021-01-30,"December","January","2020-04",1776,"2021-01",1793,92,91,2020-12-31,2021-03-26,4,1,2020,1803,2021,1808,366,371,2020-12-31,2021-12-31
2021-01-01,"Friday",5,1,1,1,2021-01-03,1472,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-02,"Saturday",6,2,1,1,2021-01-03,1472,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-03,"Sunday",7,3,1,1,2021-01-03,1521,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-04,"Monday",1,4,1,1,2021-01-10,1521,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-05,"Tuesday",2,5,1,1,2021-01-10,1521,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-06,"Wednesday",3,6,1,1,2021-01-10,1521,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-07,"Thursday",4,7,1,1,2021-01-10,1521,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-08,"Friday",5,8,2,2,2021-01-10,1521,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-09,"Saturday",6,9,2,2,2021-01-10,1521,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-10,"Sunday",7,10,2,2,2021-01-10,1569,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-11,"Monday",1,11,2,2,2021-01-17,1569,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-12,"Tuesday",2,12,2,2,2021-01-17,1569,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-13,"Wednesday",3,13,2,2,2021-01-17,1569,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-14,"Thursday",4,14,2,2,2021-01-17,1569,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-01-15,"Friday",5,15,3,3,2021-01-17,1569,1,1,"2021-01",1696,"2021-01",1744,31,35,2021-01-31,2021-01-30,"January","January","2021-01",1777,"2021-01",1793,91,91,2021-03-31,2021-03-26,1,1,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2020-05-01,"Friday",5,1,18,18,2020-05-03,1474,5,5,"2020-05",1688,"2020-05",1736,31,35,2020-05-31,2020-05-30,"May","May","2020-02",1774,"2020-02",1790,91,91,2020-06-30,2020-06-27,2,2,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-05-02,"Saturday",6,2,18,18,2020-05-03,1474,5,5,"2020-05",1688,"2020-05",1736,31,35,2020-05-31,2020-05-30,"May","May","2020-02",1774,"2020-02",1790,91,91,2020-06-30,2020-06-27,2,2,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-05-03,"Sunday",7,3,18,18,2020-05-03,1523,5,5,"2020-05",1688,"2020-05",1736,31,35,2020-05-31,2020-05-30,"May","May","2020-02",1774,"2020-02",1790,91,91,2020-06-30,2020-06-27,2,2,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-05-04,"Monday",1,4,18,18,2020-05-10,1523,5,5,"2020-05",1688,"2020-05",1736,31,35,2020-05-31,2020-05-30,"May","May","2020-02",1774,"2020-02",1790,91,91,2020-06-30,2020-06-27,2,2,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-05-05,"Tuesday",2,5,18,18,2020-05-10,1523,5,5,"2020-05",1688,"2020-05",1736,31,35,2020-05-31,2020-05-30,"May","May","2020-02",1774,"2020-02",1790,91,91,2020-06-30,2020-06-27,2,2,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-05-06,"Wednesday",3,6,19,19,2020-05-10,1523,5,5,"2020-05",1688,"2020-05",1736,31,35,2020-05-31,2020-05-30,"May","May","2020-02",1774,"2020-02",1790,91,91,2020-06-30,2020-06-27,2,2,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
2020-05-07,"Thursday",4,7,19,19,2020-05-10,1523,5,5,"2020-05",1688,"2020-05",1736,31,35,2020-05-31,2020-05-30,"May","May","2020-02",1774,"2020-02",1790,91,91,2020-06-30,2020-06-27,2,2,2020,1803,2020,1807,366,364,2020-12-31,2020-12-26
